panel,curve,x,x3_ne_over_n200
0,with_c_bpl,0.22612343996412504,0.07412377347570873
0,with_c_bpl,0.2341370512257435,0.08025314046770318
0,with_c_bpl,0.2424346576603636,0.08684540278151721
0,with_c_bpl,0.2510263238013967,0.09392987725103642
0,with_c_bpl,0.2599224708602629,0.10153732769911948
0,with_c_bpl,0.2691338893667386,0.10969948767580796
0,with_c_bpl,0.2786717522572671,0.11844922050143947
0,with_c_bpl,0.28854762842710635,0.12782046541998784
0,with_c_bpl,0.2987734967627535,0.13784765182251293
0,with_c_bpl,0.3093617606716653,0.14856653103920703
0,with_c_bpl,0.320325263126899,0.16001326254898854
0,with_c_bpl,0.33167730224492176,0.17222414254687823
0,with_c_bpl,0.34343164741548354,0.18523597957918833
0,with_c_bpl,0.3556025560031184,0.1990857319827866
0,with_c_bpl,0.3682047906405315,0.21381002662417647
0,with_c_bpl,0.3812536371348488,0.2294442484170935
0,with_c_bpl,0.39476481238703337,0.2460238025605374
0,with_c_bpl,0.4087549221551199,0.26358212581537244
0,with_c_bpl,0.4232408288260246,0.2821510685894548
0,with_c_bpl,0.4382401029958986,0.30176050036803104
0,with_c_bpl,0.45377093794701173,0.3224370796450976
0,with_c_bpl,0.4698521717151884,0.3442048252611245
0,with_c_bpl,0.48650330993929325,0.3670829189518041
0,with_c_bpl,0.5037445495204826,0.39108670221508973
0,with_c_bpl,0.5215968031199181,0.41622673876079413
0,with_c_bpl,0.5400817245246565,0.4425060221238936
0,with_c_bpl,0.5592217349124862,0.4699222328837656
0,with_c_bpl,0.5790400500475623,0.498466198913586
0,with_c_bpl,0.5995607084398344,0.5281179706950868
0,with_c_bpl,0.6208086005024162,0.5588515503480241
0,with_c_bpl,0.642809498742267,0.5906283776650568
0,with_c_bpl,0.6655900890208052,0.6234019814639375
0,with_c_bpl,0.689178002922367,0.6571122681381724
0,with_c_bpl,0.7136018512697767,0.6916876311841514
0,with_c_bpl,0.7388912588276775,0.7270444939653793
0,with_c_bpl,0.765076900235717,0.7630859912818805
0,with_c_bpl,0.7921905372151729,0.7996994847962124
0,with_c_bpl,0.8202650570941481,0.8367599266138899
0,with_c_bpl,0.8493345126980636,0.874127906068818
0,with_c_bpl,0.8794341636538346,0.9116484494560481
0,with_c_bpl,0.9106005191578306,0.9491532880990329
0,with_c_bpl,0.942871382259491,0.9864601907016076
0,with_c_bpl,0.9762858957143153,1.0233709606983257
0,with_c_bpl,1.01088458946184,1.0596784224270086
0,with_c_bpl,1.0467094297861916,1.0951599469100357
0,with_c_bpl,1.0838038702188493,1.1295866268247092
0,with_c_bpl,1.12221290424535,1.1627168231271932
0,with_c_bpl,1.1619831198798762,1.1943049520213498
0,with_c_bpl,1.2031627561739164,1.2240995084430062
0,with_c_bpl,1.2458017617275419,1.25184694783705
0,with_c_bpl,1.2899518552742695,1.2772944646765545
0,with_c_bpl,1.335666588412999,1.300194644028507
0,with_c_bpl,1.3830014105631132,1.3203038638321474
0,with_c_bpl,1.4320137362215284,1.3373888021265075
0,with_c_bpl,1.4827625991019664,1.3512350849143013
0,without_c_bpl,0.04249783615797887,0.0012377358263731483
0,without_c_bpl,0.04400392123471406,0.0013554966347414956
0,without_c_bpl,0.04556337741954023,0.001484296947039881
0,without_c_bpl,0.047178102520416675,0.0016251507536515356
0,without_c_bpl,0.048850052026046795,0.0017791604606884224
0,without_c_bpl,0.05058125391784839,0.0019475260936201546
0,without_c_bpl,0.05237380804707604,0.0021315548980239594
0,without_c_bpl,0.0542298886818235,0.002332666510818118
0,without_c_bpl,0.0561517471442895,0.0025524061236806683
0,without_c_bpl,0.05814171454150591,0.0027924537530135945
0,without_c_bpl,0.060202204592840425,0.003054633520330792
0,without_c_bpl,0.06233571655770344,0.0033409269067446556
0,without_c_bpl,0.06454483826701019,0.003653483285871505
