mass_Msun,z,r_over_R200,direct_y,interpolated_y,relative_error
1.0e14,5.0,0.01,0.00035845285187954796,0.0003584528519829944,2.885913730210632e-10
1.0e14,5.0,0.03,0.0003402574035265573,0.00034025740386818884,1.0040386300147475e-9
1.0e14,5.0,0.1,0.0002885212138889333,0.00028852121501154895,3.8909293564870495e-9
1.0e14,5.0,0.3,0.000183861146220589,0.00018386114646890052,1.3505383478218391e-9
1.0e14,5.0,1.0,4.654099207566614e-5,4.6540991538756095e-5,1.1536282817914412e-8
1.0e14,5.0,2.0,1.024800186685932e-5,1.0248001397963011e-5,4.575490086811129e-8
1.0e14,5.0,4.0,1.2113172523070552e-6,1.2113172515205932e-6,6.492618664921679e-10
1.0e15,0.01,0.003,0.00014042852418250394,0.00014066406427621579,0.0016772952296053578
1.0e15,0.01,0.01,0.00013574509693451702,0.00013617113817822657,0.003138538726854101
1.0e15,0.01,0.03,0.0001249269462921483,0.00012550358992418416,0.004615846694013825
1.0e15,0.01,0.1,9.596274469499156e-5,9.708519864738918e-5,0.011696767906808292
1.0e15,0.01,0.3,5.0698826675210214e-5,5.469666471939422e-5,0.07885464627801331
1.0e15,0.01,1.0,1.1880133115744501e-5,1.7085102876427273e-5,0.4381238585437002
1.0e15,0.01,2.0,3.5794754482097487e-6,6.780227983511995e-6,0.8941959741344454
1.0e15,0.01,4.0,8.925395333959509e-7,2.2562250004460884e-6,1.5278712214142063
1.0e15,0.1,0.003,0.00014800343615702457,0.00014800341552158235,1.3942542653744283e-7
1.0e15,0.1,0.01,0.00014312856246510066,0.00014312851989786493,2.9740559814861456e-7
1.0e15,0.1,0.03,0.00013187179997930655,0.00013187172381824345,5.775386634487845e-7
1.0e15,0.1,0.1,0.00010159603331239732,0.00010159592663883833,1.0499775977557135e-6
1.0e15,0.1,0.3,5.3723121755352674e-5,5.3723039774944854e-5,1.5259799718281286e-6
1.0e15,0.1,1.0,1.230722459313117e-5,1.2307165007580198e-5,4.841510002462357e-6
1.0e15,0.1,2.0,3.581130220259403e-6,3.581069305702196e-6,1.7009869359707608e-5
1.0e15,0.1,4.0,8.488942560861142e-7,8.488514916494725e-7,5.0376635646998125e-5
1.0e15,0.5,0.003,0.0002053264994597332,0.0002053264991995697,1.2670722249197297e-9
1.0e15,0.5,0.01,0.00019888379841204168,0.00019888379833408782,3.9195680034964653e-10
1.0e15,0.5,0.03,0.0001840328997863495,0.0001840328994632586,1.755614875698086e-9
1.0e15,0.5,0.1,0.0001434891152048917,0.0001434891155301342,2.2666701848805815e-9
1.0e15,0.5,0.3,7.658779409115853e-5,7.658779349090536e-5,7.837452020709179e-9
1.0e15,0.5,1.0,1.640048634546708e-5,1.6400485671202737e-5,4.1112460213987845e-8
1.0e15,0.5,2.0,4.226327110262729e-6,4.226326923653548e-6,4.4153984468664476e-8
1.0e15,0.5,4.0,8.313128109419045e-7,8.313127657258965e-7,5.4391087744853905e-8
1.0e15,1.0,0.003,0.00033468046458351637,0.0003346804647859382,6.048213041509598e-10
1.0e15,1.0,0.01,0.00032467901088638324,0.0003246790113247914,1.3502818863031507e-9
1.0e15,1.0,0.03,0.00030167946710716497,0.0003016794690967873,6.595153312360935e-9
1.0e15,1.0,0.1,0.0002381502944883792,0.0002381502957590394,5.335539121631427e-9
